date,id,apply_amt,redeem_amt,net_in_amt,uv_fundown,uv_stableown,uv_fundopt,uv_fundmarket,uv_termmarket,during_days,total_net_value,yield
2022-11-23,101,-0.11304362,-0.09827925,-0.048075903,-0.1625861,0.017591761,-0.33825317,-0.10995081,-0.28362125,0.14295591,1.2384483,-1.0767957
2022-11-10,102,-0.3936351,-0.24286047,-0.24764621,-0.27648306,-0.46674407,-0.4024607,-0.11149779,-0.28013074,0.14317757,1.228856,-1.0746771
2022-11-11,102,-0.39244878,-0.24183092,-0.24714738,-0.2793419,-0.45174214,-0.4004195,-0.11167756,-0.28317657,0.14316645,1.228803,-1.1055399
2022-11-14,102,-0.3892286,-0.1796628,-0.29396424,-0.268585,-0.4251825,-0.39416027,-0.10908598,-0.27122727,0.14317921,1.2289573,-1.0574185
2022-11-15,102,-0.39316398,-0.31506622,-0.18850872,-0.27609694,-0.41851985,-0.39849332,-0.10603219,-0.27688423,0.14316835,1.2288587,-1.0165203
2022-11-16,102,-0.39514905,-0.31147075,-0.19366649,-0.27823538,-0.48522162,-0.39880687,-0.11357954,-0.27947003,0.14317481,1.2287513,-1.04443
2022-11-17,102,-0.39457464,-0.32322824,-0.18356992,-0.28090167,-0.5476381,-0.40281463,-0.11896914,-0.28613704,0.14299689,1.228327,-1.1342324
2022-11-18,102,-0.3897162,-0.115865156,-0.34639886,-0.27120447,-0.31603345,-0.39537802,-0.09958038,-0.2708721,0.14299762,1.228385,-1.1110413
2022-11-21,102,-0.38802928,-0.22452539,-0.25627196,-0.26836267,-0.36726922,-0.39660552,-0.10256402,-0.26642415,0.14303477,1.2285655,-1.1477829
2022-11-22,102,-0.39628515,-0.33515474,-0.17578657,-0.28149593,-0.5308404,-0.4004381,-0.11620568,-0.28504705,0.14306164,1.2284663,-1.0725049
2022-11-23,102,-0.39715132,-0.40343416,-0.1213959,-0.2841279,-0.5812679,-0.4056126,-0.12200993,-0.28982556,0.14295591,1.2280778,-1.0767957
2022-11-10,103,-0.3515327,-0.24590853,-0.19759995,-0.046619665,-0.23141104,-0.24342924,-0.10705677,-0.2758745,0.115002036,1.2325221,-1.0746771
2022-11-11,103,-0.2844428,-0.12856418,-0.21704972,-0.06349385,-0.17170748,-0.24372005,-0.10827668,-0.2767045,0.11005758,1.2325284,-1.1055399
2022-11-14,103,-0.03505444,-0.09597871,0.038295023,0.06644224,0.584211,-0.20734525,-0.10384545,-0.25523528,0.08975297,1.2326735,-1.0574185
2022-11-15,103,-0.34695202,-0.19247842,-0.23579895,-0.056801174,-0.14214665,-0.24653623,-0.093002245,-0.2713259,0.109686166,1.2324861,-1.0165203
2022-11-16,103,-0.24591255,-0.25419277,-0.07153514,-0.065386385,-0.12755764,-0.24551934,-0.11805488,-0.2708974,0.14776993,1.232471,-1.04443
2022-11-17,103,-0.34259295,-0.18175101,-0.23967355,-0.057377208,-0.3736627,-0.23252618,-0.118258074,-0.2793808,0.13843985,1.2319673,-1.1342324
2022-11-18,103,-0.24746254,-0.054128926,-0.23577636,-0.018006932,0.17301023,-0.23085794,-0.08221573,-0.2600831,0.17067732,1.2321178,-1.1110413
2022-11-21,103,-0.028524604,-0.1137874,0.06005033,0.055971127,0.6258806,-0.21312496,-0.09584929,-0.2474919,0.07526611,1.232349,-1.1477829
2022-11-22,103,-0.30110413,-0.24895641,-0.13820824,-0.08363727,-0.3165033,-0.24075985,-0.12203054,-0.2796011,0.16056846,1.2321234,-1.0725049
2022-11-23,103,-0.27544522,-0.23202163,-0.12301576,-0.08430466,-0.3362215,-0.25364605,-0.13527052,-0.28227556,0.17210959,1.2318265,-1.0767957
2022-11-10,104,-0.32584643,0.3168357,-0.625362,-0.08121371,0.23874095,-0.28603828,-0.11082767,-0.27844203,0.48781812,1.2391013,-1.0746771
2022-11-11,104,-0.35549447,-0.14792448,-0.28161705,-0.10451898,0.08216749,-0.29056227,-0.11146335,-0.28021315,0.48780137,1.239013,-1.1055399
2022-11-14,104,-0.3022695,1.3602136,-1.4456414,-0.0012947321,0.6542455,-0.25692752,-0.11138728,-0.266386,0.48781955,1.2392873,-1.0574185
2022-11-15,104,-0.33914503,0.16299169,-0.51551646,-0.09174633,0.25130326,-0.29010528,-0.11080627,-0.2745993,0.48780432,1.2390462,-1.0165203
2022-11-16,104,-0.30117083,0.28122336,-0.5685751,-0.08045897,0.1297946,-0.2829833,-0.111866325,-0.27802414,0.48781365,1.2390047,-1.04443
2022-11-17,104,-0.33298653,0.18320145,-0.5250548,-0.091049075,0.017614806,-0.28004497,-0.11335662,-0.28145915,0.48754668,1.2386404,-1.1342324
2022-11-18,104,-0.32242915,0.40643668,-0.69432807,-0.04894611,0.48067832,-0.26928324,-0.10877086,-0.26695174,0.48754865,1.2386767,-1.1110413
2022-11-21,104,-0.2716304,1.346901,-1.4002944,-0.0043074936,0.759203,-0.25688812,-0.109491125,-0.25991544,0.487604,1.2389771,-1.1477829
2022-11-22,104,-0.3305477,-0.05570661,-0.3283398,-0.11465821,-0.13379768,-0.2920754,-0.11325164,-0.28178212,0.48764303,1.2387147,-1.0725049
2022-11-23,104,-0.3267529,0.16703072,-0.50490403,-0.10342133,-0.10012552,-0.29055372,-0.1127691,-0.28662574,0.48747256,1.2383794,-1.0767957
2022-11-10,105,-0.42383772,0.19639531,-0.638321,-0.06969033,0.1344413,-0.27608663,-0.11146924,-0.27731752,0.14317757,1.2560247,-1.0746771
2022-11-11,105,-0.4562114,0.24817279,-0.7169348,-0.093708485,0.055862043,-0.28193444,-0.11112027,-0.27896285,0.14316645,1.2560514,-1.1055399
2022-11-14,105,-0.14714332,1.6830786,-1.532435,0.024472203,0.7645954,-0.24204057,-0.110673726,-0.25798273,0.14317921,1.2561976,-1.0574185
2022-11-15,105,-0.32564816,0.42679247,-0.71439606,-0.07300013,0.31026006,-0.2838773,-0.10924286,-0.2683969,0.14316835,1.255911,-1.0165203
2022-11-16,105,-0.2889753,0.06516579,-0.3794191,-0.07041922,0.24225505,-0.27343172,-0.112234116,-0.27964765,0.14317481,1.2558926,-1.04443
2022-11-17,105,-0.4963985,-0.11539948,-0.46731895,-0.086420536,-0.048090857,-0.26951045,-0.1120131,-0.28169727,0.14299689,1.2556387,-1.1342324
2022-11-18,105,-0.3348007,0.9413115,-1.1424705,-0.02947918,0.57628304,-0.2577772,-0.10939476,-0.25986406,0.14299762,1.255697,-1.1110413
2022-11-21,105,-0.023896467,1.5917805,-1.3191473,0.022803597,0.8468796,-0.24178845,-0.109388486,-0.24413398,0.14303477,1.2559761,-1.1477829
2022-11-22,105,-0.45451128,-0.15395454,-0.3886592,-0.105453685,-0.080642045,-0.28332898,-0.11060065,-0.284776,0.14306164,1.2556176,-1.0725049
2022-11-23,105,-0.3945899,-0.22168356,-0.26603055,-0.10140605,-0.08456665,-0.28154477,-0.11263952,-0.28818977,0.14295591,1.255302,-1.0767957
2022-11-10,106,0.60563874,0.62638146,0.17587505,0.22819659,1.5083196,-0.04458775,0.036303557,-0.27470374,0.48781812,1.2450243,-1.0746771
2022-11-11,106,0.5055332,0.19122925,0.41597596,0.1753704,1.3533134,-0.05851389,0.02598007,-0.2722621,0.48780137,1.2449113,-1.1055399
2022-11-14,106,0.9398356,1.7327775,-0.34458327,0.39940345,2.4621274,0.022023013,0.07233429,-0.2654419,0.48781955,1.2451454,-1.0574185
2022-11-15,106,0.75573254,0.7630432,0.23453343,0.19099867,1.6309063,-0.055363555,0.02937723,-0.26765335,0.48780432,1.2450944,-1.0165203
2022-11-16,106,0.76083386,0.66006696,0.32388794,0.21706861,1.4866165,-0.038101997,0.033992343,-0.27133167,0.48781365,1.2450281,-1.04443
2022-11-17,106,0.6935739,0.3567893,0.49396747,0.20650305,1.3004591,-0.037351552,0.024017759,-0.26766682,0.48754668,1.2444117,-1.1342324
2022-11-18,106,0.59500074,0.81817645,0.008075703,0.2802998,1.9171046,-0.014174577,0.030618683,-0.2668547,0.48754865,1.2444828,-1.1110413
2022-11-21,106,1.1165475,1.7423105,-0.15273018,0.38753372,2.533876,0.0153952185,0.061989702,-0.26039994,0.487604,1.2446042,-1.1477829
2022-11-22,106,0.84013796,0.34362066,0.6702968,0.15178001,1.2303656,-0.059561674,0.025362203,-0.26105127,0.48764303,1.2446427,-1.0725049
2022-11-23,106,0.74613476,0.5226255,0.41872737,0.17715783,1.2822558,-0.054816168,0.041809127,-0.27243584,0.48747256,1.2443141,-1.0767957
2022-11-10,107,2.1292136,0.36138916,2.112481,-0.29373372,3.4944518,2.2499926,0.100754976,-0.26968688,0.48781812,1.2832456,-1.0746771
2022-11-11,107,2.0310564,0.08468345,2.226171,-0.29491952,3.0427809,2.2063875,0.019862512,-0.27605775,0.48780137,1.2831647,-1.1055399
2022-11-14,107,2.7600882,0.9406638,2.355113,-0.29373163,5.898753,2.6859093,0.087790474,-0.27060488,0.48781955,1.2832588,-1.0574185
2022-11-15,107,1.9612703,0.20217761,2.0519485,-0.29465082,3.2712982,2.1784313,0.041731674,-0.2742648,0.48780432,1.2832625,-1.0165203
2022-11-16,107,2.1917741,0.32590055,2.2119746,-0.2946378,3.451124,2.2971318,0.045061484,-0.27675104,0.48781365,1.2830106,-1.04443
2022-11-17,107,2.282839,0.31047386,2.3272958,-0.29380566,3.275976,2.3323755,0.096471235,-0.2702073,0.48754668,1.2827319,-1.1342324
2022-11-18,107,2.307348,0.24287447,2.40986,-0.29433122,4.07265,2.4702582,0.05332843,-0.2712708,0.48754865,1.2827163,-1.1110413
2022-11-21,107,2.764375,0.9304531,2.368167,-0.2945595,5.631237,2.6639166,0.034615993,-0.2735347,0.487604,1.2830696,-1.1477829
2022-11-22,107,2.0943322,0.26242477,2.1533365,-0.2944023,3.0440898,2.175622,0.05148763,-0.2735461,0.48764303,1.282825,-1.0725049
2022-11-23,107,2.047624,0.3049724,2.0659702,-0.2952421,3.062209,2.2079048,0.011985626,-0.2793527,0.48747256,1.2823822,-1.0767957
2022-11-10,108,0.9734589,2.244332,-0.7218269,0.23935908,2.0342753,-0.0052200034,-0.11118078,-0.2653969,-0.20146301,1.24006,-1.0746771
2022-11-11,108,0.8820436,2.237988,-0.8199746,0.19435713,1.7852371,-0.015910316,-0.10559811,-0.26468202,-0.2014685,1.2398595,-1.1055399
2022-11-14,108,1.1484066,3.4058647,-1.4669777,0.4383864,3.4218147,0.0737298,-0.10751718,-0.26170522,-0.20146114,1.2402171,-1.0574185
2022-11-15,108,0.8448777,2.1939416,-0.8262151,0.22285497,2.1485915,-0.015753109,-0.10007784,-0.27012607,-0.20146766,1.2401637,-1.0165203
2022-11-16,108,0.7340792,1.9011161,-0.71371484,0.2229232,1.7086537,0.0039010309,-0.11879183,-0.27649635,-0.20146403,1.2399678,-1.04443
2022-11-17,108,0.8242985,0.82307005,0.26319024,0.2101428,1.668181,0.0057610907,-0.113205835,-0.26410443,-0.20155293,1.2392862,-1.1342324
2022-11-18,108,1.0426488,2.9367182,-1.2057626,0.29952696,2.7055259,0.03580158,-0.09313345,-0.25636774,-0.2015534,1.2393179,-1.1110413
2022-11-21,108,0.9391731,2.666145,-1.1030338,0.42431983,3.3028677,0.07059949,-0.103773296,-0.26402223,-0.2015345,1.2397913,-1.1477829
2022-11-22,108,0.67323774,0.50357324,0.35187876,0.1676589,1.3353428,-0.021536227,-0.11245027,-0.27310023,-0.20151977,1.2394814,-1.0725049
2022-11-23,108,0.5071446,1.0897857,-0.3116813,0.1856052,1.3648331,-0.016129915,-0.12325415,-0.28160304,-0.20156078,1.2392712,-1.0767957
2022-11-10,109,0.55681664,0.78875357,-0.011088904,-0.29821926,1.0419436,-0.1248872,-0.13921684,-0.27062082,-0.20146301,1.2333162,-1.0746771
2022-11-11,109,0.2115474,0.64645314,-0.28571287,-0.29769227,0.6397511,-0.13284558,-0.099369854,-0.2723552,-0.2014685,1.2331461,-1.1055399
2022-11-14,109,0.81247157,1.4669749,-0.27273872,-0.2970782,2.0080304,-0.065968275,-0.102192104,-0.2651373,-0.20146114,1.2334265,-1.0574185
2022-11-15,109,0.5431121,0.85561866,-0.080853924,-0.29783642,1.0570035,-0.13612989,-0.117067635,-0.26472703,-0.20146766,1.2332498,-1.0165203
2022-11-16,109,0.50961936,0.60131204,0.08772911,-0.29837126,0.8866483,-0.11807695,-0.14998363,-0.27963734,-0.20146403,1.2331398,-1.04443
2022-11-17,109,0.39609617,-0.070011765,0.50428194,-0.29828387,0.6779516,-0.11589776,-0.13693656,-0.27654094,-0.20155293,1.2327958,-1.1342324
2022-11-18,109,0.59198177,1.4022592,-0.4694419,-0.29746303,1.5331011,-0.09683326,-0.09292686,-0.25490886,-0.2015534,1.2327863,-1.1110413
2022-11-21,109,1.0368617,1.1498483,0.23813935,-0.29674724,2.1484425,-0.06898886,-0.066540286,-0.25778744,-0.2015345,1.2331066,-1.1477829
2022-11-22,109,0.2383077,-0.19470057,0.42724097,-0.29816744,0.500724,-0.13628921,-0.14482611,-0.28341323,-0.20151977,1.2329232,-1.0725049
2022-11-23,109,0.37808505,0.013743643,0.41592726,-0.2979007,0.4935,-0.13106044,-0.11049488,-0.2876531,-0.20156078,1.2325157,-1.0767957
2022-11-10,110,-0.13649806,-0.34712946,0.12753291,-0.2890733,-0.15017445,-0.43752718,-0.11150625,-0.27456897,-0.20146301,1.2282593,-1.0647025
2022-11-11,110,-0.23173487,-0.34690228,0.019733056,-0.29000703,-0.25083688,-0.4391264,-0.11153716,-0.27965057,-0.2014685,1.2285073,-1.0984907
2022-11-14,110,-0.11470489,-0.34719595,0.1522125,-0.2868017,-0.021742698,-0.43677586,-0.11151703,-0.2765073,-0.20146114,1.2283086,-1.0696336
2022-11-15,110,-0.35397974,-0.34735373,-0.11802575,-0.29037133,-0.43979967,-0.43614092,-0.11154504,-0.28302205,-0.20146766,1.2283618,-1.012137
2022-11-16,110,-0.27711236,-0.34637147,-0.031965856,-0.28980094,-0.30121082,-0.43807125,-0.111530006,-0.2811144,-0.20146403,1.228123,-1.0427482
2022-11-17,110,-0.06953147,-0.34716755,0.20313285,-0.2895897,-0.070151016,-0.43924594,-0.1116209,-0.27243698,-0.20155293,1.2277653,-1.1328901
2022-11-18,110,-0.14592925,-0.3466319,0.1163753,-0.28936252,-0.1397323,-0.4389448,-0.11163741,-0.27646104,-0.2015534,1.2279085,-1.1155756
2022-11-21,110,-0.13471954,-0.3470115,0.12936956,-0.2895431,-0.09016226,-0.43954286,-0.111615136,-0.27666125,-0.2015345,1.2279953,-1.1486083
2022-11-22,110,-0.27765948,-0.34698397,-0.03214779,-0.2913433,-0.3591993,-0.43855157,-0.11160043,-0.2798031,-0.20151977,1.227893,-1.0622944
2022-11-23,110,-0.22774875,-0.3465569,0.023846656,-0.28953597,-0.22094339,-0.43877622,-0.11165707,-0.27987918,-0.20156078,1.2276433,-1.0851308
2022-11-10,111,-0.37371403,-0.2368198,-0.23004031,-0.22195777,-0.07012081,-0.41775638,0.08615391,-0.27914262,0.8324588,1.2167963,-1.0746771
2022-11-11,111,-0.36535054,-0.2638683,-0.19864073,-0.22913101,-0.17083573,-0.4183818,0.08158705,-0.27947012,0.83243626,1.21699,-1.1055399
2022-11-14,111,-0.29035035,-0.22969174,-0.14163123,-0.19077332,0.6115257,-0.41143426,0.21032776,-0.26853913,0.8324599,1.2169882,-1.0574185
2022-11-15,111,-0.36599052,-0.05874486,-0.3658637,-0.22565341,-0.115680486,-0.41822386,0.050887913,-0.27571025,0.8324404,1.2167412,-1.0165203
2022-11-16,111,-0.3547557,-0.2595008,-0.19021001,-0.2209143,-0.10306676,-0.41713637,0.09988181,-0.27834052,0.83245254,1.2165841,-1.04443
2022-11-17,111,-0.37951183,-0.26861972,-0.21087646,-0.22507682,-0.25029266,-0.41605276,0.09574814,-0.2815981,0.8320965,1.2165052,-1.1342324
2022-11-18,111,-0.3391543,-0.19217607,-0.22732595,-0.21054003,0.1718804,-0.4137162,0.11147316,-0.26841974,0.83209974,1.2165886,-1.1110413
2022-11-21,111,-0.285894,-0.18303825,-0.1745434,-0.19234407,0.6153836,-0.41082928,0.20520571,-0.2621323,0.8321733,1.2169358,-1.1477829
2022-11-22,111,-0.37561113,-0.19964117,-0.26242444,-0.23089898,-0.45016372,-0.41829792,0.058107562,-0.28083923,0.8322244,1.2163978,-1.0725049
2022-11-23,111,-0.37879145,-0.29800168,-0.18623143,-0.2301316,-0.30207095,-0.41864848,0.096934974,-0.28595695,0.8319892,1.2161164,-1.0767957
2022-11-10,112,-0.39370316,-0.33808386,-0.17042926,-0.2705589,-0.4831668,-0.41576564,-0.11125338,-0.28341234,0.14317757,1.221297,-1.0746771
2022-11-11,112,-0.39262453,-0.32825252,-0.17719671,-0.2743652,-0.48978478,-0.41635868,-0.11214146,-0.28538498,0.14316645,1.2212605,-1.1055399
2022-11-14,112,-0.3900378,-0.31725365,-0.18319462,-0.24638063,-0.46103668,-0.4101195,-0.110980526,-0.27448735,0.14317921,1.2214922,-1.0574185
2022-11-15,112,-0.3947331,-0.3401586,-0.16991389,-0.27252597,-0.47098672,-0.42150098,-0.10977149,-0.27930722,0.14316835,1.2212766,-1.0165203
2022-11-16,112,-0.39533705,-0.3467344,-0.16525505,-0.2775671,-0.49570012,-0.4184534,-0.11206767,-0.28544903,0.14317481,1.2212348,-1.04443
2022-11-17,112,-0.39200574,-0.33625883,-0.17009017,-0.27135742,-0.49285913,-0.40997916,-0.11283454,-0.28820378,0.14299689,1.220797,-1.1342324
2022-11-18,112,-0.39038756,-0.32212475,-0.17973438,-0.2629503,-0.45913714,-0.41039893,-0.11029062,-0.28394657,0.14299762,1.220862,-1.1110413
2022-11-21,112,-0.38790962,-0.32100084,-0.17782667,-0.2440111,-0.45056716,-0.405161,-0.11010358,-0.27296194,0.14303477,1.2211223,-1.1477829
2022-11-22,112,-0.3956907,-0.33138576,-0.1781742,-0.2773024,-0.5019855,-0.41753873,-0.112436324,-0.28923407,0.14306164,1.2209018,-1.0725049
2022-11-23,112,-0.39373928,-0.34517527,-0.16482997,-0.27647924,-0.5029929,-0.4182132,-0.11287813,-0.29136363,0.14295591,1.2206088,-1.0767957
2022-11-10,113,-0.39466864,-0.3483153,-0.16321522,-0.28856808,-0.48702443,-0.44246954,-0.11152628,-0.2800688,0.14317757,1.2258664,-1.0748572
2022-11-11,113,-0.39386854,-0.34766763,-0.1628429,-0.28852567,-0.48889577,-0.4432873,-0.111535996,-0.28087455,0.14316645,1.2257078,-1.1077182
2022-11-14,113,-0.39088032,-0.34511542,-0.16153091,-0.28343406,-0.46932775,-0.43957642,-0.11151031,-0.2824208,0.14317921,1.225963,-1.0665623
2022-11-15,113,-0.3974063,-0.3466521,-0.16766354,-0.2922872,-0.501859,-0.44421944,-0.11153993,-0.284832,0.14316835,1.225854,-1.0201542
2022-11-16,113,-0.3938455,-0.3480246,-0.16252251,-0.2898885,-0.48290628,-0.44296443,-0.1115281,-0.27847904,0.14317481,1.2257625,-1.0420711
2022-11-17,113,-0.39396167,-0.34751946,-0.16315992,-0.28707063,-0.48995823,-0.44263417,-0.111647785,-0.27800995,0.14299689,1.2253697,-1.1330565
2022-11-18,113,-0.3931061,-0.3469569,-0.1626496,-0.2875689,-0.48677105,-0.4427558,-0.111650854,-0.27680275,0.14299762,1.2252195,-1.1129826
2022-11-21,113,-0.3910731,-0.34520075,-0.1617578,-0.28368846,-0.47720236,-0.44075033,-0.111618936,-0.27806517,0.14303477,1.2255256,-1.1495516
2022-11-22,113,-0.39600232,-0.3476541,-0.16532111,-0.29155597,-0.49876022,-0.44427598,-0.111611545,-0.27947003,0.14306164,1.2255218,-1.0773512
2022-11-23,113,-0.39239427,-0.3466115,-0.16214438,-0.28803968,-0.4792565,-0.44225335,-0.11165561,-0.27845824,0.14295591,1.225153,-1.0763664
2022-11-10,114,-0.36942565,-0.34161073,-0.14013493,-0.26528758,-0.26473182,-0.42095673,-0.08542247,-0.27876824,0.48781812,1.1954195,-1.0720558
2022-11-11,114,-0.3688295,-0.3438574,-0.13764367,-0.26956692,-0.22474942,-0.4236773,-0.065477,-0.28103375,0.48780137,1.1954224,-1.0989105
2022-11-14,114,-0.358168,-0.33760455,-0.13066542,-0.2564516,-0.14925301,-0.41753086,-0.0652397,-0.27727827,0.48781955,1.1954774,-1.062625
2022-11-15,114,-0.38492385,-0.33809328,-0.16050673,-0.27083087,-0.27071413,-0.42614076,-0.07578324,-0.28155681,0.48780432,1.1955549,-1.0197061
2022-11-16,114,-0.36872578,-0.3425793,-0.13855936,-0.26695067,-0.2634216,-0.4218288,-0.080590785,-0.27932715,0.48781365,1.1953925,-1.0458703
2022-11-17,114,-0.36410236,-0.3426206,-0.13339782,-0.26782358,-0.23733336,-0.421454,-0.07563998,-0.27848476,0.48754668,1.1948258,-1.1312977
2022-11-18,114,-0.3614054,-0.33997488,-0.13249794,-0.2672564,-0.22759995,-0.42132428,-0.069859385,-0.27873564,0.48754865,1.1950238,-1.115509
2022-11-21,114,-0.35700238,-0.33756745,-0.12945685,-0.26040334,-0.11234562,-0.41857862,-0.047176454,-0.2706618,0.487604,1.1951048,-1.1544269
2022-11-22,114,-0.37677464,-0.3424558,-0.14781503,-0.27198988,-0.23973045,-0.425077,-0.06534766,-0.28109676,0.48764303,1.1950768,-1.0671655
2022-11-23,114,-0.36338776,-0.343908,-0.13156395,-0.26573384,-0.20374021,-0.42149878,-0.06515589,-0.2795582,0.48747256,1.1947776,-1.0742104
2022-11-10,115,0.34504342,0.25854817,0.17999877,0.123016536,3.6489947,-0.20663473,0.118337154,-0.26692796,0.8324588,1.2305696,-1.0746771
2022-11-11,115,0.3239326,0.1479483,0.24591437,0.08130458,3.1975482,-0.21849728,0.1082882,-0.27400586,0.83243626,1.2304503,-1.1055399
2022-11-14,115,0.5871036,0.26643792,0.44710305,0.2748417,4.5696144,-0.16110477,0.14379777,-0.2590691,0.8324599,1.2306484,-1.0574185
2022-11-15,115,0.238666,0.34199095,-0.00793501,0.08700739,3.3562727,-0.21707585,0.09023112,-0.26496243,0.8324404,1.2304391,-1.0165203
2022-11-16,115,0.30501574,0.09290567,0.26922327,0.1148088,3.3147888,-0.2010331,0.10544285,-0.2732631,0.83245254,1.2303386,-1.04443
2022-11-17,115,0.38985294,0.01797525,0.4258077,0.10281362,3.1837296,-0.20258756,0.11419065,-0.27623552,0.8320965,1.230096,-1.1342324
2022-11-18,115,0.52969056,0.5266569,0.17091021,0.1709786,4.044287,-0.18996641,0.12026973,-0.2506163,0.83209974,1.2300693,-1.1110413
2022-11-21,115,0.705435,0.39645097,0.47519606,0.26309463,4.6755013,-0.16818164,0.14408629,-0.2467717,0.8321733,1.2303942,-1.1477829
2022-11-22,115,0.25015342,-0.11379574,0.3749543,0.054667134,2.6832678,-0.2194384,0.09072617,-0.28317,0.8322244,1.2301059,-1.0725049
