date,id,apply_amt,redeem_amt,net_in_amt,uv_fundown,uv_stableown,uv_fundopt,uv_fundmarket,uv_termmarket,during_days,total_net_value,yield,is_trade,is_week_end,is_month_end,is_quarter_end,is_year_end,trade_day_rank,year,month,day,next_trade_year,next_trade_month,next_trade_day,last_trade_year,last_trade_month,last_trade_day
2022-10-24,1,0.000337032,0.018364347,-0.018027315,1218175.0,103111,4596163,0.0,0.0,0.0,8.46927,0.020375,1,0,0,0,0,7778,2022,10,24,2022,10,25,2022,10,21
2022-10-25,1,0.00037448,0.004827758,-0.004453278,890215.0,0,1677319,0.0,0.0,0.0,8.45676,0.0205,1,0,0,0,0,7779,2022,10,25,2022,10,26,2022,10,24
2022-10-26,1,0.007153888,0.000237066,0.006916822,1742911.0,201499,3973039,37519.0,0.0,0.0,8.48595,0.0203,1,0,0,0,0,7780,2022,10,26,2022,10,27,2022,10,25
2022-10-27,1,0.003915018,0.002806227,0.001108791,1611727.0,70315,5809615,0.0,0.0,0.0,8.47761,0.0202,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,1,8.51e-05,0.0,8.51e-05,267091.0,0,1447747,0.0,0.0,0.0,8.43591,0.0201,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,1,0.004919305,0.00181137,0.003107935,1086991.0,37519,5055307,0.0,0.0,0.0,8.43174,0.0202,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,1,0.010417351,0.003036045,0.007381306,3481099.0,267091,11581711,0.0,2300443.0,0.0,8.46093,0.0204,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,1,0.009137311,0.034966367,-0.025829056,3349915.0,234295,11319343,0.0,2234851.0,0.0,8.49429,0.02045,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,1,0.028494519,0.004668791,0.023825728,2759587.0,135907,8761255,0.0,1316563.0,0.0,8.49012,0.02055,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,1,2.042701604,0.016637991,2.026063613,14041411.0,14828515,24208171,37519.0,49723459.0,0.0,8.5485,0.02085,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,1,5.341220743,0.058544403,5.28267634,49887439.0,55692331,122825743,234295.0,152571715.0,0.0,8.53599,0.02105,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,1,2.736650131,0.020179883,2.716470247,42311563.0,45394387,104492779,103111.0,71139247.0,0.0,8.52348,0.02155,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,1,2.006212683,0.07449986,1.931712824,44869651.0,31095331,99376603,135907.0,58381603.0,0.0,8.51931,0.0216,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-09-22,100,0.181106146,0.192451121,-0.011344975,155949703.0,14861311,87373267,201499.0,1086991.0,60.0,4.3368,0.01975,1,0,0,0,0,7761,2022,9,22,2022,9,23,2022,9,21
2022-09-23,100,0.337986615,0.205201169,0.132785446,138207067.0,12237631,81207619,70315.0,857419.0,60.0,4.336383,0.019825,1,1,0,0,0,7762,2022,9,23,2022,9,26,2022,9,22
2022-09-26,100,0.131896663,0.57573225,-0.443835587,205143703.0,23913007,97408843,37519.0,1841299.0,60.0,4.335549,0.0199,1,0,0,0,0,7763,2022,9,26,2022,9,27,2022,9,23
2022-09-27,100,0.133927709,0.12883837,0.005089339,155523355.0,18140911,78583939,168703.0,988603.0,60.0,4.334715,0.0201,1,0,0,0,0,7764,2022,9,27,2022,9,28,2022,9,26
2022-09-28,100,0.148989619,0.210948037,-0.061958418,187138699.0,20305447,107477215,201499.0,955807.0,60.0,4.334298,0.02005,1,0,0,0,0,7765,2022,9,28,2022,9,29,2022,9,27
2022-09-29,100,0.093851482,0.133842134,-0.039990652,112527799.0,12172039,65859091,103111.0,693439.0,60.0,4.334298,0.0201,1,0,0,0,0,7766,2022,9,29,2022,9,30,2022,9,28
2022-09-30,100,0.051940368,0.143199812,-0.091259444,104722351.0,9679543,66318235,135907.0,726235.0,60.0,4.334298,0.0199,1,1,1,1,0,7767,2022,9,30,2022,10,10,2022,9,29
2022-10-10,100,0.207267457,2.759857265,-2.552589808,380733487.0,56741803,133287667,365479.0,3087547.0,60.0,4.338468,0.01975,1,0,0,0,0,7768,2022,10,10,2022,10,11,2022,9,30
2022-10-11,100,0.35366272,0.203502405,0.150160315,192353263.0,24404947,95309899,332683.0,923011.0,60.0,4.338885,0.0199,1,0,0,0,0,7769,2022,10,11,2022,10,12,2022,10,10
2022-10-12,100,0.603523744,0.459963417,0.143560327,184482223.0,25224847,102656203,135907.0,1021399.0,60.0,4.339302,0.01995,1,0,0,0,0,7770,2022,10,12,2022,10,13,2022,10,11
2022-10-13,100,0.335562018,0.465040364,-0.129478346,138764599.0,17976931,95605063,135907.0,529459.0,60.0,4.339719,0.019975,1,0,0,0,0,7771,2022,10,13,2022,10,14,2022,10,12
2022-10-14,100,0.171584666,0.391333983,-0.219749316,110560039.0,13549471,84520015,37519.0,660643.0,60.0,4.340553,0.02,1,1,0,0,0,7772,2022,10,14,2022,10,17,2022,10,13
2022-10-17,100,0.319881841,1.412435366,-1.092553524,250533367.0,35588383,152407735,234295.0,2234851.0,60.0,4.341804,0.02,1,0,0,0,0,7773,2022,10,17,2022,10,18,2022,10,14
2022-10-18,100,0.201062706,0.216484318,-0.015421612,139125355.0,17222623,107378827,135907.0,1054195.0,60.0,4.342221,0.02005,1,0,0,0,0,7774,2022,10,18,2022,10,19,2022,10,17
2022-10-19,100,0.34616987,0.62576311,-0.27959324,152079775.0,18436075,103377715,168703.0,890215.0,60.0,4.342638,0.02,1,0,0,0,0,7775,2022,10,19,2022,10,20,2022,10,18
2022-10-20,100,0.160304268,0.394318646,-0.234014377,106230967.0,13943023,88094779,135907.0,759031.0,60.0,4.343055,0.0201,1,0,0,0,0,7776,2022,10,20,2022,10,21,2022,10,19
2022-10-21,100,0.137835853,0.448883498,-0.311047645,117348811.0,14336575,91735135,0.0,693439.0,60.0,4.343055,0.0203,1,1,0,0,0,7777,2022,10,21,2022,10,24,2022,10,20
2022-10-24,100,0.178377824,0.983201599,-0.804823775,133254871.0,19911895,98655091,70315.0,923011.0,60.0,4.343472,0.020375,1,0,0,0,0,7778,2022,10,24,2022,10,25,2022,10,21
2022-10-25,100,0.16973082,0.126028296,0.043702524,109084219.0,12106447,89668987,70315.0,496663.0,60.0,4.342638,0.0205,1,0,0,0,0,7779,2022,10,25,2022,10,26,2022,10,24
2022-10-26,100,0.28136934,0.196889706,0.084479635,114331579.0,14402167,89865763,103111.0,726235.0,60.0,4.342638,0.0203,1,0,0,0,0,7780,2022,10,26,2022,10,27,2022,10,25
2022-10-27,100,0.092163217,0.341948664,-0.249785447,112921351.0,11450527,98130355,135907.0,791827.0,60.0,4.343055,0.0202,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,100,0.09470356,0.14640872,-0.05170516,95572267.0,8466091,83404951,135907.0,660643.0,60.0,4.343472,0.0201,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,100,0.160542955,0.659565634,-0.499022679,116889667.0,16468315,87701227,70315.0,988603.0,60.0,4.344723,0.0202,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,100,0.102054628,0.316966617,-0.214911989,95441083.0,12827959,72844639,37519.0,332683.0,60.0,4.344306,0.0204,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,100,0.15634878,0.197687964,-0.041339185,152014183.0,17419399,121415515,168703.0,660643.0,60.0,4.344306,0.02045,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,100,0.182153464,0.061600575,0.120552889,101049199.0,12303223,71401615,0.0,496663.0,60.0,4.344306,0.02055,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,100,0.079361709,0.186796007,-0.107434298,120661207.0,11778487,108297115,103111.0,496663.0,60.0,4.344306,0.02085,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,100,0.207374313,0.799746947,-0.592372633,181497787.0,24732907,118857427,234295.0,1185379.0,60.0,4.344723,0.02105,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,100,0.15809917,0.286876357,-0.128777187,95277103.0,10925791,82978603,37519.0,857419.0,60.0,4.343889,0.02155,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,100,0.206457941,0.229739876,-0.023281935,97933579.0,12795163,72155923,103111.0,759031.0,60.0,4.343472,0.0216,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-09-22,101,8.798177256,0.644244812,8.153932444,830956975.0,564883027,232462771,285789067.0,351512251.0,60.0,4.346391,0.01975,1,0,0,0,0,7761,2022,9,22,2022,9,23,2022,9,21
2022-09-23,101,2.257090944,2.884582467,-0.627491522,721188763.0,366336043,214621747,101803507.0,281099239.0,60.0,4.345974,0.019825,1,1,0,0,0,7762,2022,9,23,2022,9,26,2022,9,22
2022-09-26,101,10.65326608,14.12064811,-3.467382028,1322929771.0,1521804715,280443319,275720695.0,748868587.0,60.0,4.345557,0.0199,1,0,0,0,0,7763,2022,9,26,2022,9,27,2022,9,23
2022-09-27,101,0.492501066,3.053692866,-2.561191799,904223239.0,319896907,251517247,20764591.0,307434427.0,60.0,4.344723,0.0201,1,0,0,0,0,7764,2022,9,27,2022,9,28,2022,9,26
2022-09-28,101,0.526432558,0.948854639,-0.422422082,1016057599.0,427926931,280541707,86651755.0,295955827.0,60.0,4.343889,0.02005,1,0,0,0,0,7765,2022,9,28,2022,9,29,2022,9,27
2022-09-29,101,0.650665025,0.4486813,0.201983726,882971431.0,547501147,234692899,205274887.0,284575615.0,60.0,4.343889,0.0201,1,0,0,0,0,7766,2022,9,29,2022,9,30,2022,9,28
2022-09-30,101,0.323313902,2.063812921,-1.740499018,736307719.0,346264891,211210963,77337691.0,239677891.0,60.0,4.344306,0.0199,1,1,1,1,0,7767,2022,9,30,2022,10,10,2022,9,29
2022-10-10,101,12.59593806,29.73691988,-17.14098182,2676387895.0,3187579147,447046999,603254347.0,1839237199.0,60.0,4.348476,0.01975,1,0,0,0,0,7768,2022,10,10,2022,10,11,2022,9,30
2022-10-11,101,2.040658125,1.145997388,0.894660736,1047017023.0,723910831,258142039,312025867.0,433961395.0,60.0,4.34931,0.0199,1,0,0,0,0,7769,2022,10,11,2022,10,12,2022,10,10
2022-10-12,101,10.83625203,1.437375151,9.398876877,929672935.0,859850251,249713467,519526159.0,599613991.0,60.0,4.349727,0.01995,1,0,0,0,0,7770,2022,10,12,2022,10,13,2022,10,11
2022-10-13,101,0.987209324,0.038967018,0.948242307,876805783.0,306614527,287002519,20043079.0,319077007.0,60.0,4.350144,0.019975,1,0,0,0,0,7771,2022,10,13,2022,10,14,2022,10,12
2022-10-14,101,0.960230857,0.621113727,0.339117129,836729071.0,276475003,303958051,36965815.0,271293235.0,60.0,4.350561,0.02,1,1,0,0,0,7772,2022,10,14,2022,10,17,2022,10,13
2022-10-17,101,10.16687308,14.1469992,-3.980126125,1493436175.0,1217097079,403887463,203438311.0,929902507.0,60.0,4.351812,0.02,1,0,0,0,0,7773,2022,10,17,2022,10,18,2022,10,14
2022-10-18,101,1.301897585,6.0213016,-4.719404015,927082051.0,317896351,299694571,72385495.0,320651215.0,60.0,4.352646,0.02005,1,0,0,0,0,7774,2022,10,18,2022,10,19,2022,10,17
2022-10-19,101,2.312954037,1.705700749,0.607253288,868213231.0,343608415,264143707,54249307.0,296349379.0,60.0,4.353063,0.02,1,0,0,0,0,7775,2022,10,19,2022,10,20,2022,10,18
2022-10-20,101,1.474998065,0.109889991,1.365108073,742112611.0,268571167,238890787,51133687.0,239940259.0,60.0,4.353063,0.0201,1,0,0,0,0,7776,2022,10,20,2022,10,21,2022,10,19
2022-10-21,101,0.757085838,6.608698355,-5.851612517,725550631.0,258896347,234102571,35588383.0,210587839.0,60.0,4.35348,0.0203,1,1,0,0,0,7777,2022,10,21,2022,10,24,2022,10,20
2022-10-24,101,1.709458659,21.41877122,-19.70931256,1095489511.0,547173187,279492235,102656203.0,529004203.0,60.0,4.353897,0.020375,1,0,0,0,0,7778,2022,10,24,2022,10,25,2022,10,21
2022-10-25,101,1.060825262,2.083356202,-1.02253094,785796883.0,263422195,257551711,73270987.0,211210963.0,60.0,4.353063,0.0205,1,0,0,0,0,7779,2022,10,25,2022,10,26,2022,10,24
2022-10-26,101,1.215925934,1.674017111,-0.458091177,769858027.0,260765719,256699015,26307115.0,210915799.0,60.0,4.35348,0.0203,1,0,0,0,0,7780,2022,10,26,2022,10,27,2022,10,25
2022-10-27,101,0.595311072,0.164038647,0.431272425,714301603.0,240333811,266668999,11942467.0,201109795.0,60.0,4.35348,0.0202,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,101,1.635764315,1.238188651,0.397575665,612896371.0,301793515,238825195,3153139.0,199896343.0,60.0,4.354314,0.0201,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,101,5.830953137,15.69189434,-9.860941204,1013105959.0,1168427815,282148711,2398831.0,549764071.0,60.0,4.355148,0.0202,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,101,2.162734715,4.253751329,-2.091016614,699215443.0,314583955,249155935,791827.0,234889675.0,60.0,4.354731,0.0204,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,101,6.507137033,1.798844624,4.708292409,876936967.0,609616771,320454439,1349359.0,326456107.0,60.0,4.354731,0.02045,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,101,2.653006301,0.085516379,2.567489922,784714615.0,699215443,289986955,1021399.0,279984175.0,60.0,4.355148,0.02055,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,101,2.568106987,0.681137711,1.886969276,704364415.0,400411087,296644543,627847.0,173659543.0,60.0,4.354731,0.02085,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,101,9.430351688,19.28267789,-9.852326205,1281901975.0,825545635,387883015,1382155.0,135157039.0,60.0,4.355565,0.02105,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,101,3.049259388,5.564599625,-2.515340237,722894155.0,325800187,268079227,1119787.0,49264315.0,60.0,4.354731,0.02155,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,101,1.286335404,2.102074023,-0.815738619,697903603.0,256666219,229740703,496663.0,30209839.0,60.0,4.354314,0.0216,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-09-22,102,0.144910892,0.026502933,0.11840796,176578387.0,62021959,128827411,42803503.0,262667887.0,60.0,4.325541,0.01975,1,0,0,0,0,7761,2022,9,22,2022,9,23,2022,9,21
2022-09-23,102,0.088341326,3.450234196,-3.36189287,171134251.0,43000279,128040307,33653419.0,250992511.0,60.0,4.325541,0.019825,1,1,0,0,0,7762,2022,9,23,2022,9,26,2022,9,22
2022-09-26,102,0.816765263,0.467004092,0.34976117,269981395.0,521264347,151489447,299661775.0,577083139.0,60.0,4.325124,0.0199,1,0,0,0,0,7763,2022,9,26,2022,9,27,2022,9,23
2022-09-27,102,0.203258922,0.064745257,0.138513665,202192063.0,229675111,153162043,196452763.0,277393291.0,60.0,4.323873,0.0201,1,0,0,0,0,7764,2022,9,27,2022,9,28,2022,9,26
2022-09-28,102,0.147206509,0.03141534,0.115791169,195600067.0,143749591,146012515,104591167.0,228363271.0,60.0,4.323039,0.02005,1,0,0,0,0,7765,2022,9,28,2022,9,29,2022,9,27
2022-09-29,102,0.052634157,0.00559822,0.047035937,113118127.0,31718455,91735135,22568371.0,163296007.0,60.0,4.323039,0.0201,1,0,0,0,0,7766,2022,9,29,2022,9,30,2022,9,28
2022-09-30,102,0.053421606,2.882451203,-2.829029597,162148147.0,94489999,126006955,64744027.0,207275443.0,60.0,4.323456,0.0199,1,1,1,1,0,7767,2022,9,30,2022,10,10,2022,9,29
2022-10-10,102,0.795748625,9.856922725,-9.0611741,621620107.0,932624575,233184283,554978635.0,1465428391.0,60.0,4.327209,0.01975,1,0,0,0,0,7768,2022,10,10,2022,10,11,2022,9,30
2022-10-11,102,0.15676227,0.05381417,0.1029481,200453875.0,108723463,131943031,93571711.0,348855775.0,60.0,4.327626,0.0199,1,0,0,0,0,7769,2022,10,11,2022,10,12,2022,10,10
2022-10-12,102,0.124588302,0.070719444,0.053868858,180973051.0,55462759,131123131,62415511.0,491747947.0,60.0,4.327626,0.01995,1,0,0,0,0,7770,2022,10,12,2022,10,13,2022,10,11
2022-10-13,102,0.098514438,0.010501265,0.088013173,123383275.0,29357143,124531135,5940799.0,210915799.0,60.0,4.328043,0.019975,1,0,0,0,0,7771,2022,10,13,2022,10,14,2022,10,12
2022-10-14,102,0.13547697,0.055165185,0.080311785,121054759.0,24568927,153883555,7351027.0,180710683.0,60.0,4.32846,0.02,1,1,0,0,0,7772,2022,10,14,2022,10,17,2022,10,13
2022-10-17,102,0.178609937,1.295498816,-1.116888879,252402739.0,80584495,211965271,13516675.0,592530055.0,60.0,4.329711,0.02,1,0,0,0,0,7773,2022,10,17,2022,10,18,2022,10,14
2022-10-18,102,0.067171488,0.231011892,-0.163840404,169199287.0,40343803,164181499,4694551.0,263028643.0,60.0,4.329711,0.02005,1,0,0,0,0,7774,2022,10,18,2022,10,19,2022,10,17
2022-10-19,102,0.087767885,0.035409206,0.052358679,117152035.0,26307115,103672879,9318787.0,189696787.0,60.0,4.330128,0.02,1,0,0,0,0,7775,2022,10,19,2022,10,20,2022,10,18
2022-10-20,102,0.149905022,0.006808209,0.143096813,105870211.0,48641191,98884663,5219287.0,157491115.0,60.0,4.330545,0.0201,1,0,0,0,0,7776,2022,10,20,2022,10,21,2022,10,19
2022-10-21,102,0.021141095,6.175461235,-6.15432014,125449423.0,28110895,117807955,1316563.0,165854095.0,60.0,4.330545,0.0203,1,1,0,0,0,7777,2022,10,21,2022,10,24,2022,10,20
2022-10-24,102,0.156087481,0.824957311,-0.66886983,122530579.0,43918567,100196503,1546135.0,272900239.0,60.0,4.330962,0.020375,1,0,0,0,0,7778,2022,10,24,2022,10,25,2022,10,21
2022-10-25,102,0.078616957,0.119453607,-0.040836649,92325463.0,17616175,90980827,824623.0,121218739.0,60.0,4.330545,0.0205,1,0,0,0,0,7779,2022,10,25,2022,10,26,2022,10,24
2022-10-26,102,0.121265024,0.073095952,0.048169072,100950811.0,29094775,122399395,103111.0,144175939.0,60.0,4.330962,0.0203,1,0,0,0,0,7780,2022,10,26,2022,10,27,2022,10,25
2022-10-27,102,0.085153903,0.002632042,0.08252186,95965819.0,16369927,116168155,234295.0,124301563.0,60.0,4.331379,0.0202,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,102,0.063556055,0.082691527,-0.019135472,94457203.0,38900779,114102007,135907.0,131254315.0,60.0,4.331796,0.0201,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
