date,id,apply_amt,redeem_amt,net_in_amt,uv_fundown,uv_stableown,uv_fundopt,uv_fundmarket,uv_termmarket,during_days,is_trade,is_week_end,is_month_end,is_quarter_end,is_year_end,trade_day_rank,year,month,day,next_trade_year,next_trade_month,next_trade_day,last_trade_year,last_trade_month,last_trade_day
2022-11-16,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,100,0.092163217,0.341948664,-0.249785447,112921351.0,11450527,98130355,135907.0,791827.0,60.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,100,0.09470356,0.14640872,-0.05170516,95572267.0,8466091,83404951,135907.0,660643.0,60.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,100,0.160542955,0.659565634,-0.499022679,116889667.0,16468315,87701227,70315.0,988603.0,60.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,100,0.102054628,0.316966617,-0.214911989,95441083.0,12827959,72844639,37519.0,332683.0,60.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,100,0.15634878,0.197687964,-0.041339185,152014183.0,17419399,121415515,168703.0,660643.0,60.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,100,0.182153464,0.061600575,0.120552889,101049199.0,12303223,71401615,0.0,496663.0,60.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,100,0.079361709,0.186796007,-0.107434298,120661207.0,11778487,108297115,103111.0,496663.0,60.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,100,0.207374313,0.799746947,-0.592372633,181497787.0,24732907,118857427,234295.0,1185379.0,60.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,100,0.15809917,0.286876357,-0.128777187,95277103.0,10925791,82978603,37519.0,857419.0,60.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,100,0.206457941,0.229739876,-0.023281935,97933579.0,12795163,72155923,103111.0,759031.0,60.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,101,0.595311072,0.164038647,0.431272425,714301603.0,240333811,266668999,11942467.0,201109795.0,60.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,101,1.635764315,1.238188651,0.397575665,612896371.0,301793515,238825195,3153139.0,199896343.0,60.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,101,5.830953137,15.69189434,-9.860941204,1013105959.0,1168427815,282148711,2398831.0,549764071.0,60.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,101,2.162734715,4.253751329,-2.091016614,699215443.0,314583955,249155935,791827.0,234889675.0,60.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,101,6.507137033,1.798844624,4.708292409,876936967.0,609616771,320454439,1349359.0,326456107.0,60.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,101,2.653006301,0.085516379,2.567489922,784714615.0,699215443,289986955,1021399.0,279984175.0,60.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,101,2.568106987,0.681137711,1.886969276,704364415.0,400411087,296644543,627847.0,173659543.0,60.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,101,9.430351688,19.28267789,-9.852326205,1281901975.0,825545635,387883015,1382155.0,135157039.0,60.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,101,3.049259388,5.564599625,-2.515340237,722894155.0,325800187,268079227,1119787.0,49264315.0,60.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,101,1.286335404,2.102074023,-0.815738619,697903603.0,256666219,229740703,496663.0,30209839.0,60.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,102,0.085153903,0.002632042,0.08252186,95965819.0,16369927,116168155,234295.0,124301563.0,60.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,102,0.063556055,0.082691527,-0.019135472,94457203.0,38900779,114102007,135907.0,131254315.0,60.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,102,0.26239754,0.182361474,0.080036066,131877439.0,44312119,100885219,299887.0,286477783.0,60.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,102,0.065900299,0.382795401,-0.316895102,95933023.0,24076987,109215403,70315.0,150603955.0,60.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,102,0.050361315,0.067444971,-0.017083656,100426075.0,41327683,121743475,135907.0,139650091.0,60.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,102,0.076340742,0.015296266,0.061044476,96523351.0,21190939,98655091,70315.0,120070879.0,60.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,102,0.086324435,2.21665779,-2.130333355,101803507.0,29094775,135025855,70315.0,86782939.0,60.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,102,0.192014249,1.690372853,-1.498358603,173462767.0,47263759,142339363,168703.0,37982491.0,60.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,102,0.056657617,0.158755518,-0.102097901,95801839.0,17648971,120333247,201499.0,15222067.0,60.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,102,0.027788795,0.062584667,-0.034795873,85077547.0,18567259,100229299,135907.0,15615619.0,60.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,102,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,102,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,102,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,102,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,102,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,102,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,102,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,102,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,102,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,102,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,103,0.741898137,0.035966885,0.705931252,1166361667.0,99999727,499028659,595051.0,199896343.0,60.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,103,0.652785242,0.849915163,-0.197129921,1032783559.0,98195947,439897471,463867.0,187007515.0,60.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,103,9.666137396,1.327726114,8.338411282,1854618523.0,843288271,506834107,2333239.0,549960847.0,,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,103,1.673151633,1.384733828,0.288417805,1094374447.0,177693451,458460007,693439.0,236201515.0,60.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,103,5.413648459,0.137610147,5.276038312,1266389467.0,393983071,568457791,923011.0,383685127.0,60.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,103,1.416515001,0.051716749,1.364798252,1224968119.0,161262655,521526715,890215.0,252337147.0,60.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,103,1.414740851,5.462813223,-4.048072371,1166328871.0,164804623,534054787,1874095.0,195796843.0,60.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,103,5.394233166,3.472625111,1.921608054,2214980971.0,570753511,658122055,1283767.0,152112571.0,60.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,103,0.426758573,1.457299635,-1.030541062,1160261611.0,128433859,477940831,660643.0,35752363.0,60.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,103,0.86467702,0.075291728,0.789385291,1078074835.0,147225967,416382739,496663.0,33620623.0,60.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,103,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,103,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,103,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,103,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,103,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,103,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,103,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,103,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,103,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,103,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,104,1.393625105,5.471426503,-4.077801398,1076238259.0,443242663,393950275,890215.0,204323803.0,90.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,104,0.83201923,0.0,0.83201923,899730187.0,292577839,346461667,660643.0,176152039.0,90.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,104,2.379410143,13.16521847,-10.78580833,1370221603.0,818461699,397951387,1578931.0,399230431.0,90.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,104,2.143926167,6.13631398,-3.992387813,1005792451.0,461313259,368041435,1054195.0,208751263.0,90.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,104,2.974998136,7.170536119,-4.195537983,1282229935.0,451966399,465084799,1218175.0,226526695.0,90.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,104,2.131266433,5.742607187,-3.611340754,1160720755.0,338197075,421039771,857419.0,186974719.0,90.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,104,0.550060121,0.000139266,0.549920855,1024945315.0,254403295,432518371,759031.0,136731247.0,90.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,104,1.258265708,24.27214055,-23.01387485,1811885335.0,666288259,535432219,1349359.0,58217623.0,90.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,104,0.641148642,4.768025578,-4.126876936,966437251.0,249451099,387981403,726235.0,23322679.0,90.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,104,0.539403089,2.639778839,-2.10037575,965814127.0,290642875,323438875,759031.0,21584491.0,90.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,104,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,104,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,104,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,104,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,104,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,104,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,104,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,104,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,104,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,104,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,105,0.564904033,0.998508964,-0.433604931,1134582343.0,329079787,417596191,1054195.0,219213187.0,60.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,105,0.78765423,4.071176735,-3.283522505,962042587.0,276573391,362761279,857419.0,206980279.0,60.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,105,11.07741561,18.983408,-7.905992387,1577295547.0,752836903,418514479,2956363.0,628572859.0,60.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,105,1.680237856,6.808689507,-5.128451651,1093718527.0,370566727,390342715,1185379.0,274408855.0,60.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,105,4.578536917,3.295814193,1.282722724,1331522323.0,478432771,497749615,1382155.0,274212079.0,60.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,105,0.778851038,0.386118107,0.392732931,1193615143.0,330653995,456361063,988603.0,215704015.0,60.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,105,0.410402191,4.740013366,-4.329611174,1065120415.0,284575615,454885243,857419.0,149128135.0,60.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,105,0.853089575,24.80615376,-23.95306419,1919751379.0,619160407,578985307,1578931.0,77403283.0,60.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,105,0.381438435,6.593005505,-6.211567069,1048689619.0,297726811,402903583,759031.0,31095331.0,60.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,105,0.230136147,2.435311589,-2.205175442,1029700735.0,335802967,340558387,791827.0,29980267.0,60.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,105,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,105,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,105,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,105,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,105,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,105,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,105,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,105,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,105,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,105,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,106,17.14742518,5.860914385,11.2865108,2319633007.0,822134851,877297723,5383267.0,331244323.0,90.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,106,11.81715008,0.0,11.81715008,1987409527.0,660975307,777729067,4104223.0,226133143.0,90.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,106,23.53366447,12.69692579,10.83673868,3175641403.0,1467166579,923572879,412053667.0,301137595.0,90.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,106,22.57348607,12.81494636,9.758539719,2247285031.0,1119233815,868377211,473054227.0,358956943.0,90.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,106,22.21450292,10.68008801,11.53441491,2877001027.0,1129138207,1088307187,413627875.0,307008079.0,90.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,106,17.85371138,6.041758834,11.81195255,2719580227.0,934002007,1000249927,340525591.0,232298791.0,90.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,106,10.68714131,0.0,10.68714131,2484334519.0,834072595,1032652375,308844655.0,228068107.0,90.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,106,20.93405103,25.13990696,-4.20585593,4383944431.0,1751245531,1319912539,802063699.0,119644531.0,90.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,106,17.09637703,10.05978725,7.036589778,2498076043.0,1028749651,991165435,501324379.0,100819627.0,90.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,106,10.41197839,9.798540206,0.613438182,2260469023.0,930361651,835843579,490829659.0,71893555.0,90.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,106,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,106,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,106,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,106,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,106,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,106,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,106,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,106,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,106,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,106,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,107,32.13143205,4.046661675,28.08477038,15254863.0,1826512351,6378301987,422712367.0,85339915.0,90.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,107,26.79779255,0.0210378,26.77675475,12532795.0,1618060975,5684896159,329342155.0,77895223.0,90.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,107,55.42000744,13.34353158,42.07647586,15812395.0,3033241171,6575996275,397689019.0,160541143.0,90.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,107,39.13713347,7.03520315,32.10193032,12762367.0,1971109915,6186314203,280016971.0,110428855.0,90.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
